id,county_name,county_label,district_name,use_elementary_school_district,code
617,Oswego,Oswego,Fulton,,211
618,Oswego,Oswego,Hannibal,,257
619,Oswego,Oswego,Mexico Academy and Central,,390
620,Oswego,Oswego,Oswego,,472
621,Oswego,Oswego,Phoenix,,494
622,Oswego,Oswego,Pulaski Academy and Central,,516
623,Oswego,Oswego,Sandy Creek,,559
624,Oswego,Oswego,South Jefferson,,600
625,Otsego,Otsego,Bainbridge-Guilford,,31
626,Otsego,Otsego,Charlotte Valley,,101
627,Otsego,Otsego,Cherry Valley-Springfield,,616
628,Otsego,Otsego,Cobleskill-Richmondville,,120
629,Otsego,Otsego,Cooperstown,,128
630,Otsego,Otsego,Edmeston,,174
631,Otsego,Otsego,Franklin,,203
632,Otsego,Otsego,Gilbertsville-Mount Upton,,222
633,Otsego,Otsego,Laurens,,336
634,Otsego,Otsego,Milford,,395
635,Otsego,Otsego,Morris,,409
636,Otsego,Otsego,Mount Markham,,412
637,Otsego,Otsego,Oneonta,,464
638,Otsego,Otsego,Owen D. Young (Van Hornesville),,474
639,Otsego,Otsego,Richfield Springs,,533
640,Otsego,Otsego,Schenevus,,570
641,Otsego,Otsego,Sharon Springs,,579
642,Otsego,Otsego,Sidney,,586
643,Otsego,Otsego,Unadilla Valley,,422
644,Otsego,Otsego,Unatego,,649
645,Otsego,Otsego,Worcester,,711
646,Putnam,Putnam,Brewster,,60
647,Putnam,Putnam,Carmel,,89
648,Putnam,Putnam,Garrison,,215
649,Putnam,Putnam,Haldane,,249
650,Putnam,Putnam,Lakeland,,331
651,Putnam,Putnam,Mahopac,,363
652,Putnam,Putnam,North Salem,,447
653,Putnam,Putnam,Pawling,,483
654,Putnam,Putnam,Putnam Valley,,518
655,Putnam,Putnam,Wappingers,,665
656,Queens,Queens,Queens,,519
657,Rensselaer,Rensselaer,Averill Park,,27
658,Rensselaer,Rensselaer,Berlin,,49
659,Rensselaer,Rensselaer,Brunswick (Brittonkill),,64
660,Rensselaer,Rensselaer,Cambridge,,78
661,Rensselaer,Rensselaer,East Greenbush,,158
662,Rensselaer,Rensselaer,Hoosic Falls,,285
663,Rensselaer,Rensselaer,Hoosick Valley,,284
664,Rensselaer,Rensselaer,Ichabod Crane,,294
665,Rensselaer,Rensselaer,Lansingburgh,,334
666,Rensselaer,Rensselaer,Mechanicville,,386
667,Rensselaer,Rensselaer,New Lebanon,,426
668,Rensselaer,Rensselaer,North Greenbush (Williams),,704
669,Rensselaer,Rensselaer,Rensselaer,,530
670,Rensselaer,Rensselaer,Schodack,,571
671,Rensselaer,Rensselaer,Stillwater,,623
672,Rensselaer,Rensselaer,Troy,,642
673,Rensselaer,Rensselaer,Wynantskill,,713
674,Richmond,Richmond (Staten Island),Richmond (Staten Island),,622
675,Rockland,Rockland,Clarkstown,,423
676,Rockland,Rockland,East Ramapo,,615
677,Rockland,Rockland,Nanuet,,419
678,Rockland,Rockland,North Rockland,,445
679,Rockland,Rockland,Nyack,,457
680,Rockland,Rockland,Pearl River,,484
681,Rockland,Rockland,Ramapo,,626
682,Rockland,Rockland,South Orangetown,,605
683,Saratoga,Saratoga,Amsterdam,,15
684,Saratoga,Saratoga,Ballston Spa,,34
685,Saratoga,Saratoga,Broadalbin-Perth,,65
686,Saratoga,Saratoga,Burnt Hills-Ballston Lake,,74
687,Saratoga,Saratoga,Corinth,,131
688,Saratoga,Saratoga,Edinburg,,173
689,Saratoga,Saratoga,Galway,,212
690,Saratoga,Saratoga,Hadley Luzerne,,247
691,Saratoga,Saratoga,Hudson Falls,,290
692,Saratoga,Saratoga,Mechanicville,,386
693,Saratoga,Saratoga,Niskayuna,,439
694,Saratoga,Saratoga,Northville,,454
695,Saratoga,Saratoga,Saratoga Springs,,562
696,Saratoga,Saratoga,Schuylerville,,574
697,Saratoga,Saratoga,Scotia Glenville,,576
698,Saratoga,Saratoga,Shenendehowa,,581
699,Saratoga,Saratoga,South Glens Falls,,597
700,Saratoga,Saratoga,Stillwater,,623
701,Saratoga,Saratoga,Waterford-Halfmoon,,670
702,Schenectady,Schenectady,Amsterdam,,15
703,Schenectady,Schenectady,Burnt Hills-Ballston Lake,,74
704,Schenectady,Schenectady,Duanesburg,,153
705,Schenectady,Schenectady,Galway,,212
706,Schenectady,Schenectady,Mohonasen,,402
707,Schenectady,Schenectady,Niskayuna,,439
708,Schenectady,Schenectady,Schalmont,,568
709,Schenectady,Schenectady,Schenectady,,569
710,Schenectady,Schenectady,Schoharie,,572
711,Schenectady,Schenectady,Scotia-Glenville,,576
712,Schenectady,Schenectady,South Colonie,,595
713,Schoharie,Schoharie,Berne-Knox-Westerlo,,50
714,Schoharie,Schoharie,Cairo-Durham,,76
715,Schoharie,Schoharie,Canajoharie,,81
716,Schoharie,Schoharie,Charlotte Valley,,101
717,Schoharie,Schoharie,Cobleskill-Richmondville,,120
718,Schoharie,Schoharie,Duanesburg,,153
719,Schoharie,Schoharie,Fonda-Fultonville,,197
720,Schoharie,Schoharie,Gilboa-Conesville,,223
721,Schoharie,Schoharie,Greenville,,240
722,Schoharie,Schoharie,Jefferson,,310
723,Schoharie,Schoharie,Middleburgh,,393
724,Schoharie,Schoharie,Schoharie,,572
725,Schoharie,Schoharie,Sharon Springs,,579
726,Schoharie,Schoharie,Stamford,,620
727,Schuyler,Schuyler,Bradford,,57
728,Schuyler,Schuyler,Corning-Painted Post,,132
729,Schuyler,Schuyler,Dundee,,154
730,Schuyler,Schuyler,Hammondsport,,254
731,Schuyler,Schuyler,Horseheads,,287
732,Schuyler,Schuyler,Odessa Montour,,460
733,Schuyler,Schuyler,South Seneca,,607
734,Schuyler,Schuyler,Spencer-Van Etten,,613
735,Schuyler,Schuyler,Trumansburg,,643
736,Schuyler,Schuyler,Watkins Glen,,675
737,Seneca,Seneca,Clyde-Savannah,,118
738,Seneca,Seneca,Geneva,,219
739,Seneca,Seneca,Lyons,,360
740,Seneca,Seneca,Phelps-Clifton Springs (Midlakes),,493
741,Seneca,Seneca,Romulus,,542
742,Seneca,Seneca,Seneca Falls,,578
743,Seneca,Seneca,South Seneca,,607
744,Seneca,Seneca,Trumansburg,,643
745,Seneca,Seneca,Waterloo,,671
746,St. Lawrence,St. Lawrence,Alexandria,,9
747,St. Lawrence,St. Lawrence,Brasher Falls,,58
748,St. Lawrence,St. Lawrence,Brushton-Moira,,72
749,St. Lawrence,St. Lawrence,Canton,,87
750,St. Lawrence,St. Lawrence,Clifton-Fine,,116
751,St. Lawrence,St. Lawrence,Colton-Pierrepont,,124
752,St. Lawrence,St. Lawrence,Edwards-Knox,,724
753,St. Lawrence,St. Lawrence,Gouverneur,,229
754,St. Lawrence,St. Lawrence,Hammond,,253
755,St. Lawrence,St. Lawrence,Harrisville,,261
756,St. Lawrence,St. Lawrence,Hermon-Dekalb,,269
757,St. Lawrence,St. Lawrence,Heuvelton,,271
758,St. Lawrence,St. Lawrence,Indian River,,297
759,St. Lawrence,St. Lawrence,Lisbon,,345
760,St. Lawrence,St. Lawrence,Madrid-Waddington,,362
761,St. Lawrence,St. Lawrence,Massena,,380
762,St. Lawrence,St. Lawrence,Morristown,,410
763,St. Lawrence,St. Lawrence,Norwood-Norfolk,,456
764,St. Lawrence,St. Lawrence,Ogdensburg,,461
765,St. Lawrence,St. Lawrence,Parishville-Hopkinton,,480
766,St. Lawrence,St. Lawrence,Potsdam,,513
767,St. Lawrence,St. Lawrence,Salmon River,,558
768,St. Lawrence,St. Lawrence,St. Regis Falls,,619
769,St. Lawrence,St. Lawrence,Tupper Lake,,647
770,Steuben,Steuben,Addison,,1
771,Steuben,Steuben,Alfred-Almond,,10
772,Steuben,Steuben,Andover,,17
773,Steuben,Steuben,Arkport,,21
774,Steuben,Steuben,Avoca,,28
775,Steuben,Steuben,Bath,,37
776,Steuben,Steuben,Bradford,,57
777,Steuben,Steuben,Campbell-Savona,,80
778,Steuben,Steuben,Canaseraga,,83
779,Steuben,Steuben,Canisteo-Greenwood,,86
780,Steuben,Steuben,Corning-Painted Post,,132
781,Steuben,Steuben,Dansville,,140
782,Steuben,Steuben,Elmira,,182
783,Steuben,Steuben,Hammondsport,,254
784,Steuben,Steuben,Hornell,,286
785,Steuben,Steuben,Jasper-Troupsburg,,308
786,Steuben,Steuben,Naples,,420
787,Steuben,Steuben,Penn Yan,,489
788,Steuben,Steuben,Prattsburg,,515
789,Steuben,Steuben,Wayland-Cohocton,,677
790,Steuben,Steuben,Whitesville,,702
791,Suffolk,Suffolk,Amagansett,,13
792,Suffolk,Suffolk,Amityville,,14
793,Suffolk,Suffolk,Babylon,,30
794,Suffolk,Suffolk,Bay Shore,,38
795,Suffolk,Suffolk,Bayport-Blue Point,,39
796,Suffolk,Suffolk,Brentwood,,59
797,Suffolk,Suffolk,Bridgehampton,,62
798,Suffolk,Suffolk,Center Moriches,,96
799,Suffolk,Suffolk,Central Islip,,97
800,Suffolk,Suffolk,Cold Spring Harbor,,123
801,Suffolk,Suffolk,Commack,,125
802,Suffolk,Suffolk,Comsewogue,,126
803,Suffolk,Suffolk,Connetquot,,127
804,Suffolk,Suffolk,Copiague,,130
805,Suffolk,Suffolk,Deer Park,,142
806,Suffolk,Suffolk,East Hampton,,159
807,Suffolk,Suffolk,East Islip,,161
808,Suffolk,Suffolk,East Moriches,,163
809,Suffolk,Suffolk,East Quogue,,164
810,Suffolk,Suffolk,Eastport/South Manor,,170
811,Suffolk,Suffolk,Elwood,,186
812,Suffolk,Suffolk,Farmingdale,,191
813,Suffolk,Suffolk,Fire Island,,193
814,Suffolk,Suffolk,Fishers Island,,194
815,Suffolk,Suffolk,Greenport,,239
816,Suffolk,Suffolk,Half Hollow Hills,,250
817,Suffolk,Suffolk,Hampton Bays,,255
818,Suffolk,Suffolk,Harborfields,,258
819,Suffolk,Suffolk,Hauppauge,,264
820,Suffolk,Suffolk,Huntington,,292
821,Suffolk,Suffolk,Islip,,304
822,Suffolk,Suffolk,Kings Park,,321
823,Suffolk,Suffolk,Lindenhurst,,344
824,Suffolk,Suffolk,Longwood,,392
825,Suffolk,Suffolk,Mattituck-Cutchogue,,382
826,Suffolk,Suffolk,Middle Country,,391
827,Suffolk,Suffolk,Miller Place,,397
828,Suffolk,Suffolk,Montauk,,404
829,Suffolk,Suffolk,Mount Sinai,,414
830,Suffolk,Suffolk,New Suffolk,,429
831,Suffolk,Suffolk,North Babylon,,440
832,Suffolk,Suffolk,Northport-East Northport,,452
833,Suffolk,Suffolk,Oysterponds,,477
834,Suffolk,Suffolk,Patchogue-Medford,,481
835,Suffolk,Suffolk,Port Jefferson,,509
836,Suffolk,Suffolk,Quogue,,521
837,Suffolk,Suffolk,Remsenburg-Speonk,,529
838,Suffolk,Suffolk,Riverhead,,537
839,Suffolk,Suffolk,Rocky Point,,540
840,Suffolk,Suffolk,Sachem,,553
841,Suffolk,Suffolk,Sag Harbor,,554
842,Suffolk,Suffolk,Sagaponack,,555
843,Suffolk,Suffolk,Sayville,,566
844,Suffolk,Suffolk,Shelter Island,,580
845,Suffolk,Suffolk,Shoreham-Wading River,,585
846,Suffolk,Suffolk,Smithtown,,590
847,Suffolk,Suffolk,South Country,,596
848,Suffolk,Suffolk,South Huntington,,599
849,Suffolk,Suffolk,Southampton,,608
850,Suffolk,Suffolk,Southold,,610
851,Suffolk,Suffolk,Springs,,617
852,Suffolk,Suffolk,Three Village,,635
853,Suffolk,Suffolk,Tuckahoe Common,,645
854,Suffolk,Suffolk,Wainscott,,661
855,Suffolk,Suffolk,West Babylon,,684
856,Suffolk,Suffolk,West Islip,,688
857,Suffolk,Suffolk,Westhampton Beach,,693
858,Suffolk,Suffolk,William Floyd,,381
859,Suffolk,Suffolk,Wyandanch,,712
860,Sullivan,Sullivan,Eldred,,178
861,Sullivan,Sullivan,Ellenville,,180
862,Sullivan,Sullivan,Fallsburgh,,190
863,Sullivan,Sullivan,Liberty,,342
864,Sullivan,Sullivan,Livingston Manor,,349
865,Sullivan,Sullivan,Minisink Valley,,400
866,Sullivan,Sullivan,Monticello,,406
867,Sullivan,Sullivan,Pine Bush,,495
868,Sullivan,Sullivan,Port Jervis,,510
869,Sullivan,Sullivan,Roscoe,,545
870,Sullivan,Sullivan,Sullivan West,,143
871,Sullivan,Sullivan,Tri-Valley,,640
872,Tioga,Tioga,Candor,,85
873,Tioga,Tioga,Dryden,,152
874,Tioga,Tioga,Ithaca,,305
875,Tioga,Tioga,Maine-Endwell,,364
876,Tioga,Tioga,Marathon,,372
877,Tioga,Tioga,Newark Valley,,432
878,Tioga,Tioga,Owego Apalachin,,473
879,Tioga,Tioga,Spencer-Van Etten,,613
880,Tioga,Tioga,Tioga,,637
881,Tioga,Tioga,Union-Endicott,,651
882,Tioga,Tioga,Vestal,,658
883,Tioga,Tioga,Waverly,,676
884,Tioga,Tioga,Whitney Point,,703
885,Tompkins,Tompkins,Candor,,85
886,Tompkins,Tompkins,Cortland,,134
887,Tompkins,Tompkins,Dryden,,152
888,Tompkins,Tompkins,Groton,,245
889,Tompkins,Tompkins,Homer,,281
890,Tompkins,Tompkins,Ithaca,,305
891,Tompkins,Tompkins,Lansing,,333
892,Tompkins,Tompkins,Moravia,,407
893,Tompkins,Tompkins,Newark Valley,,432
894,Tompkins,Tompkins,Newfield,,436
895,Tompkins,Tompkins,Odessa-Montour,,460
896,Tompkins,Tompkins,Southern Cayuga,,609
897,Tompkins,Tompkins,Spencer-Van Etten,,613
898,Tompkins,Tompkins,Trumansburg,,643
899,Ulster,Ulster,Ellenville,,180
900,Ulster,Ulster,Fallsburgh,,190
901,Ulster,Ulster,Highland,,274
902,Ulster,Ulster,Kingston,,322
903,Ulster,Ulster,Livingston Manor,,349
904,Ulster,Ulster,Margaretville,,375
905,Ulster,Ulster,Marlboro,,377
906,Ulster,Ulster,New Paltz,,427
907,Ulster,Ulster,Onteora,,466
908,Ulster,Ulster,Pine Bush,,495
909,Ulster,Ulster,Rondout Valley,,543
910,Ulster,Ulster,Saugerties,,563
911,Ulster,Ulster,Tri-Valley,,640
912,Ulster,Ulster,Valley,,405
913,Ulster,Ulster,Wallkill,,662
914,Warren,Warren,Abraham Wing,,226
915,Warren,Warren,Bolton,,55
916,Warren,Warren,Corinth,,131
917,Warren,Warren,Glens Falls,,225
918,Warren,Warren,Hadley-Luzerne,,247
919,Warren,Warren,Hudson Falls,,290
920,Warren,Warren,Johnsburg,,312
921,Warren,Warren,Lake George,,327
922,Warren,Warren,Minerva,,399
923,Warren,Warren,North Warren,,451
924,Warren,Warren,Queensbury,,520
925,Warren,Warren,Schroon Lake,,573
926,Warren,Warren,Ticonderoga,,636
927,Warren,Warren,Warrensburg,,666
928,Washington,Washington,Argyle,,20
929,Washington,Washington,Cambridge,,78
930,Washington,Washington,Fort Ann,,199
931,Washington,Washington,Fort Edward,,200
932,Washington,Washington,Granville,,233
933,Washington,Washington,Greenwich,,241
934,Washington,Washington,Hartford,,262
935,Washington,Washington,Hoosic Valley,,284
936,Washington,Washington,Hoosick Falls,,285
937,Washington,Washington,Hudson Falls,,290
938,Washington,Washington,Lake George,,327
939,Washington,Washington,Putnam,,517
940,Washington,Washington,Salem,,557
941,Washington,Washington,Schuylerville,,574
942,Washington,Washington,Stillwater,,623
943,Washington,Washington,Whitehall,,700
944,Wayne,Wayne,Cato-Meridian,,92
945,Wayne,Wayne,Clyde-Savannah,,118
946,Wayne,Wayne,Gananda,,213
947,Wayne,Wayne,Lyons,,360
948,Wayne,Wayne,Marion,,376
949,Wayne,Wayne,Newark,,431
950,Wayne,Wayne,North Rose-Wolcott,,446
951,Wayne,Wayne,Palmyra-Macedon,,478
952,Wayne,Wayne,Penfield,,488
953,Wayne,Wayne,Phelps-Clifton Springs (Midlakes),,493
954,Wayne,Wayne,Port Byron,,507
955,Wayne,Wayne,Red Creek,,525
956,Wayne,Wayne,Sodus,,592
957,Wayne,Wayne,Victor,,659
958,Wayne,Wayne,Wayne,,678
959,Wayne,Wayne,Webster,,679
960,Wayne,Wayne,Williamson,,705
961,Westchester,Westchester,Ardsley,,19
962,Westchester,Westchester,Bedford,,42
963,Westchester,Westchester,Blind Brook,,535
964,Westchester,Westchester,Briarcliff Manor,,61
965,Westchester,Westchester,Bronxville,,69
966,Westchester,Westchester,Byram Hills,,23
967,Westchester,Westchester,Chappaqua,,100
968,Westchester,Westchester,Croton-Harmon,,136
969,Westchester,Westchester,Dobbs Ferr,,147
970,Westchester,Westchester,Eastchester,,169
971,Westchester,Westchester,Edgemont,,172
972,Westchester,Westchester,Elmsford,,185
973,Westchester,Westchester,Greenburgh Central 7,,237
974,Westchester,Westchester,Harrison,,260
975,Westchester,Westchester,Hastings-on-Hudson,,263
976,Westchester,Westchester,Hendrick Hudson,,267
977,Westchester,Westchester,Irvington,,301
978,Westchester,Westchester,Katonah-Lewisboro,,316
979,Westchester,Westchester,Lakeland,,331
980,Westchester,Westchester,Mamaroneck,,367
981,Westchester,Westchester,Mount Pleasant,,417
982,Westchester,Westchester,Mount Vernon,,416
983,Westchester,Westchester,New Rochelle,,428
984,Westchester,Westchester,North Salem,,447
985,Westchester,Westchester,Ossining,,471
986,Westchester,Westchester,Peekskill,,485
987,Westchester,Westchester,Pelham,,486
988,Westchester,Westchester,Pleasantville,,504
989,Westchester,Westchester,Pocantico Hills,,505
990,Westchester,Westchester,Port Chester,,508
991,Westchester,Westchester,Putnam Valley,,518
992,Westchester,Westchester,Rye,,551
993,Westchester,Westchester,Rye Neck,,552
994,Westchester,Westchester,Scarsdale,,567
995,Westchester,Westchester,Somers,,594
996,Westchester,Westchester,Tarrytowns,,633
997,Westchester,Westchester,Tuckahoe Union Free,,644
998,Westchester,Westchester,Valhalla,,654
999,Westchester,Westchester,White Plains,,699
1000,Westchester,Westchester,Yonkers,,715
1001,Westchester,Westchester,Yorktown,,717
1002,Wyoming,Wyoming,Alden,,7
1003,Wyoming,Wyoming,Alexander,,8
1004,Wyoming,Wyoming,Attica,,24
1005,Wyoming,Wyoming,Dalton-Nunda (Keshequa),,320
1006,Wyoming,Wyoming,Fillmore,,192
1007,Wyoming,Wyoming,Holland,,278
1008,Wyoming,Wyoming,Iroquois,,300
1009,Wyoming,Wyoming,Letchworth,,339
1010,Wyoming,Wyoming,Pavilion,,482
1011,Wyoming,Wyoming,Perry,,490
1012,Wyoming,Wyoming,Pioneer,,498
1013,Wyoming,Wyoming,Warsaw,,667
1014,Wyoming,Wyoming,Wyoming,,714
1015,Wyoming,Wyoming,York,,716
1016,Yates,Yates,Dundee,,154
1017,Yates,Yates,Geneva,,219
1018,Yates,Yates,Marcus Whitman,,374
1019,Yates,Yates,Naples,,420
1020,Yates,Yates,Penn Yan,,489
1021,Yates,Yates,Prattsburg,,515
